key,source_location,ui_area,text_type,en,de_suggested,context,placeholders,notes,review_status
knowledge.markdown.faq,src/psm_tool/ui/knowledge_content.py,knowledge,methodology_text,"# FAQ / Troubleshooting\n\n## Purchase Intention is unexpectedly low\nCheck in this order:\n- PI units (`pi_bargain_pct`, `pi_expensive_pct`) are correctly interpreted: percent `0..100`, fraction `0..1`, or coded `1..11`\n- no mixed PI units across the two PI columns\n- expected PUKI threshold is selected\n- plausibility/outlier filters are intentionally set\n\n## Axis is stretched and curves are compressed\nCommon causes:\n- outliers in threshold columns\n- broad segment mix\n- manual grid not set for focused view\n\nUse:\n- outlier filter and/or\n- manual min/max/step override.\n\n## Turnover index looks fine but PI does not\nThis can happen because turnover is normalized to max=100.\nVerify PI units and PI source mode (ladder vs modeled NMS curve).\n\n## PPTX export fails\nReason is typically missing browser runtime for PNG rendering.\nEnsure Chrome/Chromium is available in the runtime environment and rerun export.\n\n## closest/interval intersection status appears\nInterpretation:\n- `closest`: no crossing on current grid\n- `interval`: overlap over a range\nIn both cases, read KPIs with caution and inspect curve shape/QC.","# FAQ / Troubleshooting\n\n## Purchase Intention ist unerwartet niedrig\nBitte in dieser Reihenfolge prüfen:\n- PI-Einheiten (`pi_bargain_pct`, `pi_expensive_pct`) werden korrekt interpretiert: Prozent `0..100`, 0..1-Skala oder codierte Skala `1..11`\n- keine gemischten PI-Einheiten in den beiden PI-Spalten\n- erwartete PUKI-Schwelle ist ausgewählt\n- Plausibilitäts-/Ausreißerfilter sind bewusst gesetzt\n\n## Achse ist gestreckt und Kurven wirken komprimiert\nHäufige Ursachen:\n- Ausreißer in den Schwellen-Spalten\n- breite Segmentmischung\n- kein manuelles Grid für die fokussierte Ansicht gesetzt\n\nVerwenden:\n- Ausreißerfilter und/oder\n- manuelles min/max/step-Override.\n\n## Turnover Index wirkt plausibel, PI aber nicht\nDas kann passieren, weil Turnover auf max=100 normiert wird.\nBitte PI-Einheiten und PI-Quellmodus prüfen (Preisleiter vs. modellierte NMS-Kurve).\n\n## PPTX-Export schlägt fehl\nDie Ursache ist typischerweise eine fehlende Browser-Runtime für das PNG-Rendering.\nSicherstellen, dass Chrome/Chromium in der Laufzeitumgebung verfügbar ist, und den Export erneut starten.\n\n## closest/interval-Schnittpunktstatus erscheint\nInterpretation:\n- `closest`: keine Kreuzung auf dem aktuellen Grid\n- `interval`: Überlappung über einen Bereich\nIn beiden Fällen KPIs mit Vorsicht lesen und Kurvenform/QC mitprüfen.",Knowledge tab markdown content,,Existing Knowledge translation improved; long markdown condensed with \n escapes; DE optimized for MR/Product/Management audience,reviewed
pptx.context.line,src/psm_tool/report/pptx_builder.py,pptx,label,{lens} | {product_id} / {segment} ({currency}),{lens} | {product_id} / {segment} ({currency}),Context line below PPTX slide headline,{lens}; {product_id}; {segment}; {currency},Dynamic context line; lens may stay English per current output,reviewed
pptx.chart_footer.selection,src/psm_tool/ui/pages/2_results.py,results,annotation,Selection:,Auswahl:,Plot footer annotation beneath live charts,,Visible footer annotation on charts; DE optimized for MR/Product/Management audience,reviewed
pptx.chart_footer.price,src/psm_tool/ui/pages/2_results.py,results,annotation,Price:,Preis:,Plot footer annotation beneath live charts,,Visible footer annotation on charts; DE optimized for MR/Product/Management audience,reviewed
pptx.chart_footer.n,src/psm_tool/ui/pages/2_results.py,results,annotation,n:,n:,Plot footer annotation beneath live charts,,Short statistical label; likely unchanged; DE optimized for MR/Product/Management audience,reviewed
pptx.title.fallback.perception,src/psm_tool/report/pptx_builder.py,pptx,title,Perception: Model suggests pricing guidance.,Preiswahrnehmung: Das Modell liefert eine Preisorientierung.,Fallback PPTX headline for PSM slide,,May require short wording for PPTX; DE optimized for MR/Product/Management audience,reviewed
pptx.title.fallback.turnover,src/psm_tool/report/pptx_builder.py,pptx,title,Economics proxy: Model suggests turnover guidance.,Economics Proxy: Das Modell liefert eine Turnover-Orientierung.,Fallback PPTX headline for turnover slide,,May require shorter wording for PPTX; DE optimized for MR/Product/Management audience,reviewed
pptx.title.fallback.nms,src/psm_tool/report/pptx_builder.py,pptx,title,Modeled demand: Model suggests trial/revenue context.,Modellierte Nachfrage: Trial und Revenue einordnen.,Fallback PPTX headline for NMS slide,,May require shorter wording for PPTX; DE optimized for MR/Product/Management audience,reviewed
pptx.title.fallback.profit,src/psm_tool/report/pptx_builder.py,pptx,title,Economics proxy: Model suggests profit guidance.,Economics Proxy: Das Modell liefert eine Profit-Orientierung.,Fallback PPTX headline for profit slide,,May require shorter wording for PPTX; DE optimized for MR/Product/Management audience,reviewed
pptx.kpi.line.pmi,src/psm_tool/report/pptx_builder.py,pptx,report_sentence,PMI: {value},PMI: {value},Bullet-like side KPI line on PSM slide,{value},Dynamic side text,reviewed
pptx.kpi.line.opp,src/psm_tool/report/pptx_builder.py,pptx,report_sentence,OPP: {value},OPP: {value},Bullet-like side KPI line on PSM slide,{value},Dynamic side text,reviewed
pptx.kpi.line.idp,src/psm_tool/report/pptx_builder.py,pptx,report_sentence,IDP: {value},IDP: {value},Bullet-like side KPI line on PSM slide,{value},Dynamic side text,reviewed
pptx.kpi.line.pme,src/psm_tool/report/pptx_builder.py,pptx,report_sentence,PME: {value},PME: {value},Bullet-like side KPI line on PSM slide,{value},Dynamic side text,reviewed
pptx.kpi.line.accepted_range,src/psm_tool/report/pptx_builder.py,pptx,report_sentence,Accepted range: {value},Akzeptierter Preisbereich: {value},Side KPI line on PSM slide,{value},Dynamic side text; DE optimized for MR/Product/Management audience,reviewed
pptx.kpi.line.price_stress,src/psm_tool/report/pptx_builder.py,pptx,report_sentence,Price stress (OPP-IDP): {value},Preisstress (OPP-IDP): {value},Side KPI line on PSM slide,{value},Metric label may stay English; check terminology; DE optimized for MR/Product/Management audience,reviewed
pptx.kpi.line.outlier_off,src/psm_tool/report/pptx_builder.py,pptx,report_sentence,Outlier filter: Off,Ausreißerfilter: aus,Side KPI line on PSM slide when no outlier filter is active,,Dynamic branch text; DE optimized for MR/Product/Management audience,reviewed
pptx.kpi.line.outlier_on,src/psm_tool/report/pptx_builder.py,pptx,report_sentence,"Outlier filter: {level} ({q_low:.1%}-{q_high:.1%}), excluded n={excluded}","Ausreißerfilter: {level} ({q_low:.1%}-{q_high:.1%}), ausgeschlossenes n={excluded}",Side KPI line on PSM slide when outlier filter is active,{level}; {q_low:.1%}; {q_high:.1%}; {excluded},Dynamic branch text; DE optimized for MR/Product/Management audience,reviewed
pptx.kpi.line.intersection_quality_caution,src/psm_tool/report/pptx_builder.py,pptx,report_sentence,Intersection quality: interpret with caution.,Schnittpunktqualität: mit Vorsicht interpretieren.,Additional side KPI line on PSM slide when intersections are not all clean,,Dynamic branch text; DE optimized for MR/Product/Management audience,reviewed
pptx.nms.side.max_trial,src/psm_tool/report/pptx_builder.py,pptx,report_sentence,Max Trial: {currency} {price:.2f},Max Trial: {currency} {price:.2f},Side KPI line on NMS PPTX slide,{currency}; {price:.2f},Dynamic side text,reviewed
pptx.nms.side.max_revenue,src/psm_tool/report/pptx_builder.py,pptx,report_sentence,Max Revenue: {currency} {price:.2f},Max Revenue: {currency} {price:.2f},Side KPI line on NMS PPTX slide,{currency}; {price:.2f},Dynamic side text,reviewed
pptx.nms.side.included_n,src/psm_tool/report/pptx_builder.py,pptx,report_sentence,Included N: {included_n},Included N: {included_n},Side KPI line on NMS PPTX slide,{included_n},May keep technical label; DE optimized for MR/Product/Management audience,reviewed
